Millis,INA260 Current (mA),INA260 Voltage (mV),INA260 Power (mW),PicoTemp Temp (C),MTK3339 Year,MTK3339 Month,MTK3339 Day,MTK3339 Hour,MTK3339 Minute,MTK3339 Second,MTK3339 Latitude,MTK3339 Longitude,MTK3339 Speed,MTK3339 Heading,MTK3339 Altitude,MTK3339 Satellites,ICM20948 AccX (g),ICM20948 AccY (g),ICM20948 AccZ (g),ICM20948 GyroX (deg/s),ICM20948 GyroY (deg/s),ICM20948 GyroZ (deg/s),ICM20948 MagX (uT),ICM20948 MagY (uT),ICM20948 MagZ (uT),ICM20948 Temp (C),PCF8523 Year,PCF8523 Month,PCF8523 Day,PCF8523 Hour,PCF8523 Minute,PCF8523 Second,TMP117 Temp (C),UV_Sensor_O UVA2 (nm),UV_Sensor_O UVB2 (nm),UV_Sensor_O UVC2 (nm),ENS160_O AQI,ENS160_O TVOC (ppb),ENS160_O eCO2 (ppm),BMP390_O Temp (C),BMP390_O Pressure (Pa),BMP390_O Altitude (m),TMP117_O Temp_O (C),SHTC3_O Temp (C),SHTC3_O Rel Hum (%),Ozone Conc (ppb),Analog_Temp_0 ADC_val
183925,,,,,,,,,,,,,,,,,9.854534149169922,1.1827356815338135,0.7757213711738586,-0.018091827630996704,-0.04842224344611168,-0.0015963377663865685,-44.25,-35.25,32.25,212.26007080078125,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.859999656677246,40.54999923706055,,638
184456,990.0,3290.0,3250.0,19.180118560791016,,,,,,,,,,,,,9.859322547912598,0.7086837291717529,0.7469909191131592,0.12504646182060242,-0.03671576827764511,0.008513801731169224,-43.650001525878906,-34.79999923706055,32.099998474121094,212.30799865722656,,,,,,,,0.0,0.0,0.0,,,,,,,,13.869999885559082,40.43000030517578,,646
184989,,,,,2025,12,6,17,4,40,33.07473373413086,-111.97490692138672,366.0,3243951.0,634899.0,19,9.99339771270752,1.0534487962722778,0.3208230137825012,0.19794589281082153,0.010642251931130886,0.09045914560556412,-41.70000076293945,-36.599998474121094,33.900001525878906,212.5955352783203,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.970000267028809,40.119998931884766,,647
186438,1005.0,3285.0,3240.0,21.052661895751953,,,,,,,,,,,,,10.213664054870605,1.015141487121582,-0.12449848651885986,-0.09045914560556412,-0.00691746361553669,0.13515660166740417,-39.150001525878906,-39.75,34.349998474121094,212.5955352783203,,,,,,,,0.0,0.0,0.0,,,,,,,,13.960000038146973,40.02000045776367,,645
186970,,,,,,,,,,,,,,,,,10.108319282531738,0.7182605266571045,-0.1628057211637497,-0.555525541305542,0.029266193509101868,0.06704618781805038,-39.75,-42.599998474121094,28.950000762939453,212.30799865722656,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.960000038146973,39.90999984741211,,647
187501,723.75,3421.25,2470.0,18.243831634521484,,,,,,,,,,,,,10.18493366241455,1.0582371950149536,-0.5171475410461426,-1.089234471321106,-0.015431264415383339,0.04522957280278206,-38.400001525878906,-39.75,20.700000762939453,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,13.970000267028809,39.83000183105469,,643
188034,,,,,2025,12,6,17,4,43,33.07476806640625,-111.97493743896484,2898.0,33052810.0,654399.0,20,9.677363395690918,1.742978811264038,0.6847416758537292,-2.183258056640625,-0.08088111132383347,0.09578026086091995,-36.0,7.5,18.450000762939453,212.5955352783203,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.8100004196167,39.540000915527344,,646
189382,968.75,3291.25,3190.0,17.307579040527344,,,,,,,,,,,,,10.007762908935547,0.5315127968788147,-0.1867477297782898,-2.2667996883392334,-0.19901010394096375,-0.11600054800510406,-35.099998474121094,2.700000047683716,48.599998474121094,212.45176696777344,,,,,,,,0.0,0.0,0.0,,,,,,,,13.890000343322754,39.470001220703125,,642
189915,,,,,,,,,,,,,,,,,9.892841339111328,0.7374141216278076,0.7326257228851318,-2.1098263263702393,-0.16389068961143494,-0.23093685507774353,-37.650001525878906,-23.850000381469727,56.25,212.45176696777344,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.890000343322754,39.400001525878906,,642
190446,1013.75,3275.0,3320.0,19.648263931274414,,,,,,,,,,,,,10.046070098876953,-0.043095629662275314,0.9002198576927185,-1.9012383222579956,0.047890130430459976,-0.14792729914188385,-39.0,-42.29999923706055,39.900001525878906,212.5955352783203,,,,,,,,0.0,0.0,0.0,,,,,,,,13.859999656677246,39.29999923706055,,648
190978,,,,,2025,12,6,17,4,46,33.07484817504883,-111.97496032714844,3398.0,35872732.0,674228.0,19,10.323798179626465,-0.1867477297782898,-0.6129156351089478,-1.0237846374511719,0.08513801544904709,-0.023945065215229988,-39.599998474121094,-10.050000190734863,9.75,212.45176696777344,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.850000381469727,39.16999816894531,,643
192429,1010.0,3293.75,3330.0,20.11637306213379,,,,,,,,,,,,,9.892841339111328,1.2306196689605713,-0.8475474119186401,-0.7752880454063416,0.11121153086423874,-0.010110138915479183,-41.400001525878906,-1.0499999523162842,15.600000381469727,212.45176696777344,,,,,,,,0.0,0.0,0.0,,,,,,,,13.890000343322754,39.08000183105469,,645
192962,,,,,,,,,,,,,,,,,9.615114212036133,1.5083470344543457,-0.11971008777618408,-0.47464442253112793,0.10322984308004379,0.12451434880495071,-41.70000076293945,1.0499999523162842,25.200000762939453,212.21214294433594,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.979999542236328,39.029998779296875,,642
193493,988.75,3277.5,3240.0,17.307579040527344,,,,,,,,,,,,,9.528923034667969,0.7230489253997803,0.3447650372982025,0.02607351541519165,0.056403931230306625,0.11866110563278198,-43.5,0.44999998807907104,30.149999618530273,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.020000457763672,38.95000076293945,,641
194025,,,,,2025,12,6,17,4,49,33.07488250732422,-111.97492980957031,1494.0,8675540.0,693988.0,19,9.21288776397705,0.9959878921508789,1.7908629179000854,1.6644481420516968,0.047890130430459976,0.1037619560956955,-43.20000076293945,-16.950000762939453,15.300000190734863,212.5955352783203,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.9399995803833,38.63999938964844,,641
195476,1008.75,3278.75,3300.0,17.77568817138672,,,,,,,,,,,,,9.99339771270752,1.944091796875,1.7142484188079834,1.8278067111968994,0.08886279910802841,0.15165209770202637,-42.150001525878906,-32.400001525878906,22.950000762939453,212.5955352783203,,,,,,,,0.0,0.0,0.0,,,,,,,,13.979999542236328,38.56999969482422,,642
196008,,,,,,,,,,,,,,,,,9.816226959228516,1.9632453918457031,-0.13407529890537262,1.5872918367385864,0.21390925347805023,0.207523912191391,-42.0,-36.45000076293945,41.099998474121094,212.40383911132812,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.100000381469727,38.5,,646
196539,715.0,3415.0,2440.0,17.307579040527344,,,,,,,,,,,,,9.883264541625977,1.2018892765045166,0.689530074596405,1.3478411436080933,0.2575424909591675,0.172404482960701,-36.45000076293945,-24.899999618530273,55.650001525878906,212.40383911132812,,,,,,,,0.0,0.0,0.0,,,,,,,,14.119999885559082,38.40999984741211,,643
197072,,,,,2025,12,6,17,4,52,33.07487869262695,-111.97488403320312,1625.0,6586291.0,715211.0,21,9.81143856048584,1.6615760326385498,1.3407529592514038,0.7827376127243042,0.10269773006439209,0.16123011708259583,-33.45000076293945,9.75,45.45000076293945,212.45176696777344,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.079999923706055,38.16999816894531,,636
198421,960.0,3293.75,3190.0,19.648263931274414,,,,,,,,,,,,,9.639056205749512,0.9193734526634216,0.7374141216278076,0.44644245505332947,0.11280786246061325,0.12398222833871841,-32.70000076293945,12.149999618530273,37.79999923706055,212.30799865722656,,,,,,,,0.0,0.0,0.0,,,,,,,,14.0600004196167,38.09000015258789,,643
198954,,,,,,,,,,,,,,,,,9.897629737854004,0.6560112833976746,0.9481038451194763,0.3714146018028259,0.06066083535552025,0.21550558507442474,-34.95000076293945,11.699999809265137,31.950000762939453,212.7393035888672,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.010000228881836,38.0099983215332,,642
199485,1007.5,3278.75,3300.0,17.307579040527344,,,,,,,,,,,,,9.773131370544434,0.6512228846549988,0.5650315880775452,0.21763405203819275,0.16282644867897034,0.22242306172847748,-37.5,8.699999809265137,28.950000762939453,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.050000190734863,37.939998626708984,,641
200017,,,,,2025,12,6,17,4,55,33.074928283691406,-111.97486114501953,854.0,2495500.0,736512.0,21,9.84495735168457,-0.11013327538967133,0.4596867263317108,-0.13089969754219055,-0.016495490446686745,0.14047771692276,-43.04999923706055,-1.350000023841858,28.200000762939453,212.547607421875,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.130000114440918,37.81999969482422,,641
201467,973.75,3297.5,3210.0,18.243831634521484,,,,,,,,,,,,,9.50498104095459,0.11971008777618408,0.40701428055763245,0.06332139670848846,-0.01915605366230011,0.031926754862070084,-44.25,-4.349999904632568,26.100000381469727,212.5955352783203,,,,,,,,0.0,0.0,0.0,,,,,,,,14.15999984741211,37.77000045776367,,640
202000,,,,,,,,,,,,,,,,,9.96945571899414,-0.3495534360408783,-0.1149216815829277,0.2937261462211609,-0.04735802114009857,-0.017027603462338448,-43.04999923706055,-5.550000190734863,24.299999237060547,212.5955352783203,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.229999542236328,37.72999954223633,,642
202531,1011.25,3280.0,3320.0,20.11637306213379,,,,,,,,,,,,,9.404424667358398,-0.5650315880775452,0.7230489253997803,0.4868830144405365,-0.051082808524370193,-0.09524815529584885,-44.54999923706055,-7.5,21.299999237060547,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.229999542236328,37.630001068115234,,643
203063,,,,,2025,12,6,17,4,58,33.07490158081055,-111.9748764038086,2121.0,19824072.0,758165.0,20,9.911994934082031,0.7757213711738586,0.7086837291717529,0.8758572936058044,-0.028201965615153313,0.026605628430843353,-42.29999923706055,-19.799999237060547,12.149999618530273,212.64344787597656,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.949999809265137,37.31999969482422,,641
204414,998.75,3282.5,3280.0,19.648263931274414,,,,,,,,,,,,,9.84495735168457,-0.3016694188117981,0.6703764796257019,0.6342782378196716,-0.01915605366230011,-0.02979830466210842,-40.5,-27.600000381469727,11.850000381469727,212.83514404296875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.039999961853027,37.2599983215332,,641
204947,,,,,,,,,,,,,,,,,9.75397777557373,0.9097966551780701,0.6751648783683777,0.5443511605262756,0.07875265926122665,0.009578026831150055,-40.79999923706055,-33.0,16.5,212.64344787597656,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.109999656677246,37.16999816894531,,646
205478,717.5,3413.75,2460.0,20.584518432617188,,,,,,,,,,,,,10.285490036010742,1.0630255937576294,-0.646434485912323,0.1575053185224533,0.04948647320270538,0.04682590812444687,-39.599998474121094,-34.79999923706055,17.850000381469727,212.45176696777344,,,,,,,,0.0,0.0,0.0,,,,,,,,14.149999618530273,37.13999938964844,,647
206010,,,,,2025,12,6,17,5,1,33.07484817504883,-111.97489166259766,1284.0,19540670.0,778645.0,21,9.62947940826416,0.4213795065879822,0.3926490843296051,-0.5108280777931213,0.015963377431035042,0.047890130430459976,-38.400001525878906,-31.950000762939453,7.949999809265137,212.7393035888672,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.170000076293945,36.959999084472656,,642
207462,978.75,3295.0,3230.0,20.11637306213379,,,,,,,,,,,,,9.610325813293457,0.06703764945268631,-0.646434485912323,-0.45921316742897034,0.06651407480239868,-0.003192675532773137,-38.400001525878906,-25.5,6.900000095367432,212.78721618652344,,,,,,,,0.0,0.0,0.0,,,,,,,,14.180000305175781,36.869998931884766,,641
207995,,,,,,,,,,,,,,,,,10.079588890075684,0.871489405632019,-0.17717093229293823,-0.40759822726249695,0.042569007724523544,0.03937632963061333,-39.150001525878906,-19.200000762939453,7.199999809265137,212.40383911132812,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.130000114440918,36.81999969482422,,644
208526,1002.5,3283.75,3290.0,18.243831634521484,,,,,,,,,,,,,9.90241813659668,-0.004788403399288654,0.06703764945268631,-0.11440420895814896,0.10748674720525742,0.054807595908641815,-40.650001525878906,-18.149999618530273,6.900000095367432,212.83514404296875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.0,36.72999954223633,,644
209059,,,,,2025,12,6,17,5,4,33.07482147216797,-111.97489929199219,1095.0,18622070.0,798962.0,21,9.77791976928711,1.2210428714752197,1.2497732639312744,1.0929592847824097,0.08939491212368011,-0.010110138915479183,-39.599998474121094,-32.849998474121094,15.600000381469727,212.45176696777344,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.069999694824219,36.540000915527344,,636
210406,1017.5,3282.5,3340.0,18.243831634521484,,,,,,,,,,,,,9.677363395690918,1.4700398445129395,-0.7086837291717529,1.026977300643921,0.1931568682193756,0.037247881293296814,-40.5,-39.599998474121094,29.399999618530273,212.83514404296875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.119999885559082,36.52000045776367,,639
210938,,,,,,,,,,,,,,,,,9.677363395690918,0.6033388376235962,0.6607996821403503,0.8045542240142822,0.09684448689222336,0.14899152517318726,-38.400001525878906,-38.25,40.20000076293945,212.83514404296875,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.149999618530273,36.439998626708984,,642
211470,1003.75,3267.5,3280.0,20.584518432617188,,,,,,,,,,,,,9.495404243469238,-0.009576806798577309,1.5322890281677246,0.6630122661590576,0.10322984308004379,0.09045914560556412,-39.599998474121094,-33.150001525878906,50.400001525878906,212.78721618652344,,,,,,,,0.0,0.0,0.0,,,,,,,,14.130000114440918,36.369998931884766,,645
212002,,,,,2025,12,6,17,5,7,33.074806213378906,-111.97482299804688,3605.0,11868038.0,818717.0,20,9.289502143859863,1.1204863786697388,0.7805097699165344,0.21071657538414001,-0.060128722339868546,0.09950505197048187,-40.04999923706055,-18.299999237060547,53.099998474121094,212.5955352783203,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.239999771118164,36.15999984741211,,650
213451,1013.75,3267.5,3320.0,21.052661895751953,,,,,,,,,,,,,9.117119789123535,1.0247182846069336,-0.2825157940387726,-0.47624078392982483,-0.019688164815306664,0.02075239084661007,-40.5,-21.75,51.599998474121094,212.7393035888672,,,,,,,,0.0,0.0,0.0,,,,,,,,14.3100004196167,36.04999923706055,,641
213984,,,,,,,,,,,,,,,,,9.998186111450195,0.7422025203704834,-0.6991068720817566,-1.0328304767608643,-0.09152336418628693,-0.04044055566191673,-41.54999923706055,-29.850000381469727,45.45000076293945,212.64344787597656,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.350000381469727,35.970001220703125,,644
214515,730.0,3410.0,2480.0,19.180118560791016,,,,,,,,,,,,,9.8784761428833,1.048660397529602,0.31124621629714966,-1.0753995180130005,-0.1207895576953888,-0.07662421464920044,-40.5,-33.75,35.54999923706055,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.260000228881836,35.86000061035156,,645
215047,,,,,2025,12,6,17,5,10,33.074764251708984,-111.9747314453125,3661.0,14087026.0,836600.0,22,9.873687744140625,0.7996633648872375,0.08619125932455063,-0.2766985297203064,-0.04735802114009857,-0.007981688715517521,-43.04999923706055,-28.350000381469727,16.200000762939453,213.0747528076172,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.34000015258789,35.619998931884766,,638
216398,970.0,3292.5,3200.0,18.243831634521484,,,,,,,,,,,,,9.816226959228516,0.4118026793003082,0.38307225704193115,-0.20167066156864166,-0.025009291246533394,0.06225717440247536,-42.900001525878906,-27.0,14.550000190734863,212.7393035888672,,,,,,,,0.0,0.0,0.0,,,,,,,,14.369999885559082,35.5099983215332,,643
216931,,,,,,,,,,,,,,,,,9.859322547912598,0.4644751250743866,0.8044517636299133,-0.27084532380104065,-0.0686425194144249,0.0867343544960022,-42.0,-25.200000762939453,11.850000381469727,212.7393035888672,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.359999656677246,35.41999816894531,,642
217462,1003.75,3277.5,3290.0,20.584518432617188,,,,,,,,,,,,,9.864110946655273,1.53707754611969,1.3838485479354858,-0.3261849880218506,-0.0862022414803505,0.06225717440247536,-39.900001525878906,-23.549999237060547,10.199999809265137,212.547607421875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.390000343322754,35.34000015258789,,643
217994,,,,,2025,12,6,17,5,13,33.07469177246094,-111.97472381591797,1589.0,18840326.0,854270.0,21,9.945513725280762,1.3311761617660522,-0.16759411990642548,-0.8497837781906128,-0.10056927800178528,0.0345873162150383,-37.5,-7.800000190734863,3.450000047683716,212.9309844970703,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.149999618530273,35.119998931884766,,643
219447,970.0,3297.5,3200.0,20.11637306213379,,,,,,,,,,,,,10.093954086303711,1.1300631761550903,-0.5027823448181152,-1.2839877605438232,-0.09684448689222336,-0.0037247880827635527,-36.45000076293945,4.050000190734863,9.600000381469727,212.9309844970703,,,,,,,,0.0,0.0,0.0,,,,,,,,14.100000381469727,35.04999923706055,,642
219980,,,,,,,,,,,,,,,,,9.854534149169922,1.4939818382263184,0.23942017555236816,-1.6245397329330444,-0.1729365885257721,-0.0521470308303833,-33.45000076293945,12.149999618530273,29.399999618530273,212.83514404296875,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.140000343322754,35.02000045776367,,642
220511,1061.25,3251.25,3460.0,18.71197509765625,,,,,,,,,,,,,9.75397777557373,1.091755986213684,0.2825157940387726,-1.5926129817962646,-0.1218537837266922,-0.11227575689554214,-33.45000076293945,3.1500000953674316,51.0,212.9309844970703,,,,,,,,0.0,0.0,0.0,,,,,,,,14.149999618530273,35.0,,642
221043,,,,,2025,12,6,17,5,16,33.0746955871582,-111.9747085571289,2339.0,7836128.0,871990.0,21,9.797073364257812,0.15801730751991272,0.3016694188117981,-0.9971789717674255,-0.05587182193994522,-0.16814757883548737,-38.54999923706055,-36.900001525878906,47.70000076293945,212.547607421875,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.170000076293945,34.90999984741211,,638
222391,1012.5,3270.0,3320.0,20.11637306213379,,,,,,,,,,,,,10.20887565612793,0.019153613597154617,1.1204863786697388,-0.8082790374755859,-0.04948647320270538,-0.18411095440387726,-39.599998474121094,-38.54999923706055,35.099998474121094,212.64344787597656,,,,,,,,0.0,0.0,0.0,,,,,,,,14.260000228881836,34.86000061035156,,644
222924,,,,,,,,,,,,,,,,,9.821015357971191,-0.4118026793003082,0.3016694188117981,-0.7279300093650818,-0.009045913815498352,-0.1718723624944687,-42.75,-36.150001525878906,27.600000381469727,212.7393035888672,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.279999732971191,34.810001373291016,,642
223455,718.75,3408.75,2440.0,20.584518432617188,,,,,,,,,,,,,9.816226959228516,-0.038307227194309235,0.9433154463768005,-0.7013243436813354,-0.009578026831150055,-0.11653265357017517,-42.45000076293945,-29.25,21.149999618530273,212.83514404296875,,,,,,,,0.0,0.0,0.0,,,,,,,,14.350000381469727,34.790000915527344,,644
223988,,,,,2025,12,6,17,5,19,33.07468795776367,-111.974609375,3464.0,11281188.0,891070.0,21,9.988609313964844,0.14365209639072418,0.8810662031173706,-0.3091574013233185,-0.017027603462338448,-0.08194534480571747,-42.75,-11.399999618530273,14.699999809265137,213.1226806640625,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.140000343322754,34.619998931884766,,647
225437,982.5,3290.0,3240.0,19.180118560791016,,,,,,,,,,,,,9.959878921508789,0.43095630407333374,0.9481038451194763,0.04735802114009857,0.005321125965565443,-0.10589040815830231,-42.150001525878906,-7.650000095367432,14.25,212.64344787597656,,,,,,,,0.0,0.0,0.0,,,,,,,,14.0600004196167,34.540000915527344,,641
225970,,,,,,,,,,,,,,,,,9.983820915222168,0.1388636976480484,0.8379706144332886,0.24104700982570648,-0.021816615015268326,-0.0686425194144249,-40.349998474121094,-8.100000381469727,12.75,212.78721618652344,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.020000457763672,34.5099983215332,,639
226501,1005.0,3273.75,3290.0,20.11637306213379,,,,,,,,,,,,,9.442731857299805,0.17717093229293823,0.7565677165985107,0.19954222440719604,-0.08992702513933182,-0.030330417677760124,-40.349998474121094,-6.900000095367432,10.199999809265137,212.97891235351562,,,,,,,,0.0,0.0,0.0,,,,,,,,13.979999542236328,34.45000076293945,,638
227034,,,,,2025,12,6,17,5,22,33.07463455200195,-111.97457885742188,1845.0,19839998.0,910053.0,22,9.586383819580078,1.3407529592514038,0.7661445140838623,-0.47570863366127014,-0.14313828945159912,0.06119294464588165,-35.849998474121094,-6.449999809265137,3.1500000953674316,212.64344787597656,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.829999923706055,34.33000183105469,,645
228384,956.25,3290.0,3300.0,19.180118560791016,,,,,,,,,,,,,9.375694274902344,1.4460978507995605,0.8092401623725891,-0.9253438115119934,-0.11653265357017517,-0.007449576165527105,-34.349998474121094,2.25,7.650000095367432,213.0747528076172,,,,,,,,0.0,0.0,0.0,,,,,,,,13.829999923706055,34.27000045776367,,638
228917,,,,,,,,,,,,,,,,,9.75397777557373,1.6184803247451782,0.9385270476341248,-1.3765753507614136,-0.13356025516986847,-0.026605628430843353,-31.649999618530273,11.399999618530273,21.0,213.1226806640625,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,13.859999656677246,34.189998626708984,,645
229448,1025.0,3268.75,3350.0,20.584518432617188,,,,,,,,,,,,,9.557653427124023,1.460463047027588,0.8571242094039917,-1.7219163179397583,-0.13249602913856506,-0.02288084104657173,-34.5,9.0,41.400001525878906,212.83514404296875,,,,,,,,0.0,0.0,0.0,,,,,,,,13.930000305175781,34.150001525878906,,640
229980,,,,,2025,12,6,17,5,25,33.07466125488281,-111.974609375,2043.0,32754486.0,927121.0,20,10.002974510192871,0.5841852426528931,0.05267243832349777,-2.0997161865234375,-0.04842224344611168,-0.14047771692276,-38.099998474121094,-41.70000076293945,29.25,213.1226806640625,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.079999923706055,33.880001068115234,,641
231431,1008.75,3273.75,3300.0,21.052661895751953,,,,,,,,,,,,,9.59596061706543,0.19153612852096558,-0.3064578175544739,-2.0832207202911377,0.0005321126081980765,-0.09631238132715225,-39.0,-26.399999618530273,7.349999904632568,212.9309844970703,,,,,,,,0.0,0.0,0.0,,,,,,,,14.130000114440918,33.810001373291016,,640
231964,,,,,,,,,,,,,,,,,10.007762908935547,0.4213795065879822,0.20111294090747833,-1.8192929029464722,0.0026605629827827215,-0.03618365526199341,-39.75,-2.4000000953674316,12.149999618530273,212.9309844970703,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.0,33.70000076293945,,640
232495,726.25,3407.5,2470.0,19.648263931274414,,,,,,,,,,,,,10.093954086303711,-0.009576806798577309,0.7709329724311829,-1.2281157970428467,0.02447717823088169,0.04363323003053665,-38.099998474121094,5.699999809265137,32.099998474121094,213.1226806640625,,,,,,,,0.0,0.0,0.0,,,,,,,,14.140000343322754,33.61000061035156,,638
233027,,,,,2025,12,6,17,5,28,33.07471466064453,-111.974609375,1608.0,1809651.0,944819.0,20,9.840168952941895,0.14365209639072418,0.3256114423274994,0.32352444529533386,0.02607351541519165,-0.0005321126081980765,-40.04999923706055,-0.8999999761581421,43.20000076293945,212.9309844970703,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.180000305175781,33.380001068115234,,638
234478,982.5,3291.25,3230.0,19.648263931274414,,,,,,,,,,,,,10.11789608001709,0.13407529890537262,0.2106897532939911,0.49220412969589233,0.058532387018203735,0.0047890134155750275,-40.5,0.8999999761581421,39.900001525878906,212.97891235351562,,,,,,,,0.0,0.0,0.0,,,,,,,,14.220000267028809,33.25,,641
235010,,,,,,,,,,,,,,,,,9.907206535339355,0.181959331035614,0.47884035110473633,0.49433258175849915,0.05587182193994522,-0.04150478169322014,-40.04999923706055,5.550000190734863,33.0,213.1706085205078,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.220000267028809,33.18000030517578,,634
235541,1060.0,3263.75,3460.0,19.180118560791016,,,,,,,,,,,,,10.266336441040039,0.1149216815829277,-0.014365210197865963,0.2751021981239319,0.051614921540021896,-0.07183519750833511,-38.099998474121094,4.949999809265137,28.799999237060547,212.78721618652344,,,,,,,,0.0,0.0,0.0,,,,,,,,14.220000267028809,33.06999969482422,,638
236074,,,,,2025,12,6,17,5,31,33.07474136352539,-111.9745864868164,2134.0,4141409.0,963259.0,23,9.964667320251465,0.49799394607543945,0.2777273952960968,0.1734687089920044,0.034055206924676895,-0.031926754862070084,-37.349998474121094,8.100000381469727,22.200000762939453,212.97891235351562,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.239999771118164,32.869998931884766,,641
237423,993.75,3262.5,3260.0,20.11637306213379,,,,,,,,,,,,,9.763554573059082,1.0869675874710083,-0.17238251864910126,0.3123500645160675,0.025009291246533394,0.02766985446214676,-35.54999923706055,6.449999809265137,20.100000381469727,212.9309844970703,,,,,,,,0.0,0.0,0.0,,,,,,,,14.239999771118164,32.75,,634
237955,,,,,,,,,,,,,,,,,9.744400978088379,1.5753847360610962,-0.4118026793003082,0.3283134698867798,0.03671576827764511,0.032458867877721786,-36.75,4.349999904632568,15.449999809265137,213.1226806640625,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.229999542236328,32.66999816894531,,636
238486,1005.0,3265.0,3280.0,20.11637306213379,,,,,,,,,,,,,9.897629737854004,1.1540051698684692,-0.004788403399288654,0.1745329201221466,0.08407378941774368,0.04895435646176338,-37.650001525878906,3.450000047683716,13.050000190734863,213.1226806640625,,,,,,,,0.0,0.0,0.0,,,,,,,,14.220000267028809,32.58000183105469,,636
239019,,,,,2025,12,6,17,5,34,33.07482147216797,-111.97453308105469,2576.0,4252756.0,987161.0,22,9.624691009521484,0.15801730751991272,0.5410895943641663,-0.09844082593917847,0.07023885846138,0.10908307880163193,-40.349998474121094,-1.7999999523162842,16.350000381469727,212.83514404296875,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.199999809265137,32.349998474121094,,636
240470,1003.75,3267.5,3280.0,21.52080535888672,,,,,,,,,,,,,9.461885452270508,0.12449848651885986,0.5650315880775452,-0.013302814215421677,0.04522957280278206,0.07236731052398682,-41.54999923706055,-4.050000190734863,18.0,213.1706085205078,,,,,,,,0.0,0.0,0.0,,,,,,,,14.25,32.2400016784668,,637
241003,,,,,,,,,,,,,,,,,9.188945770263672,0.2825157940387726,0.3926490843296051,0.0686425194144249,0.00691746361553669,0.07555998861789703,-42.75,-4.050000190734863,16.200000762939453,213.26644897460938,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,14.3100004196167,32.18000030517578,,636
241534,720.0,3407.5,2460.0,20.584518432617188,,,,,,,,,,,,,8.987833023071289,0.4118026793003082,0.4884171485900879,0.054807595908641815,-0.0026605629827827215,0.044165343046188354,-40.79999923706055,-4.800000190734863,18.75,213.0747528076172,,,,,,,,0.0,0.0,0.0,,,,,,,,14.390000343322754,32.099998474121094,,639
