Millis,INA260 Current (mA),INA260 Voltage (mV),INA260 Power (mW),PicoTemp Temp (C),MTK3339 Year,MTK3339 Month,MTK3339 Day,MTK3339 Hour,MTK3339 Minute,MTK3339 Second,MTK3339 Latitude,MTK3339 Longitude,MTK3339 Speed,MTK3339 Heading,MTK3339 Altitude,MTK3339 Satellites,ICM20948 AccX (g),ICM20948 AccY (g),ICM20948 AccZ (g),ICM20948 GyroX (deg/s),ICM20948 GyroY (deg/s),ICM20948 GyroZ (deg/s),ICM20948 MagX (uT),ICM20948 MagY (uT),ICM20948 MagZ (uT),ICM20948 Temp (C),PCF8523 Year,PCF8523 Month,PCF8523 Day,PCF8523 Hour,PCF8523 Minute,PCF8523 Second,TMP117 Temp (C),UV_Sensor_O UVA2 (nm),UV_Sensor_O UVB2 (nm),UV_Sensor_O UVC2 (nm),ENS160_O AQI,ENS160_O TVOC (ppb),ENS160_O eCO2 (ppm),BMP390_O Temp (C),BMP390_O Pressure (Pa),BMP390_O Altitude (m),TMP117_O Temp_O (C),SHTC3_O Temp (C),SHTC3_O Rel Hum (%),Ozone Conc (ppb),Analog_Temp_0 ADC_val
3918467,215.0,3333.75,720.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.68000030517578,1.1100000143051147,,976
3919000,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.479999542236328,1.149999976158142,,976
3919531,196.25,3343.75,610.0,-2.354196548461914,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.450000762939453,1.1299999952316284,,971
3920063,,,,,2025,12,6,18,6,55,32.802059173583984,-111.66376495361328,7858.0,15745322.0,25303664.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.40999984741211,1.1100000143051147,,974
3921411,182.5,3351.25,610.0,-2.354196548461914,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.3799991607666,1.1299999952316284,,974
3921944,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.469999313354492,1.1100000143051147,,979
3922475,232.5,3333.75,770.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.399999618530273,1.1299999952316284,,976
3923008,,,,,2025,12,6,18,6,58,32.801876068115234,-111.66361236572266,8684.0,13497620.0,25319588.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.350000381469727,1.1299999952316284,,976
3924458,216.25,3326.25,720.0,-3.758594512939453,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.450000762939453,1.1200000047683716,,977
3924990,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.3799991607666,1.1299999952316284,,979
3925521,195.0,3347.5,650.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.31999969482422,1.1100000143051147,,976
3926054,,,,,2025,12,6,18,7,1,32.801727294921875,-111.66342163085938,8131.0,13382830.0,25334082.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.260000228881836,1.1200000047683716,,978
3927404,212.5,3353.75,720.0,-2.8223419189453125,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.200000762939453,1.1100000143051147,,976
3927936,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.200000762939453,1.1200000047683716,,974
3928467,192.5,3343.75,640.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.360000610351562,1.1100000143051147,,974
3929000,,,,,2025,12,6,18,7,4,32.80158996582031,-111.66329193115234,6170.0,15598360.0,25351322.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.729999542236328,1.1100000143051147,,977
3930449,196.25,3337.5,650.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.799999237060547,1.1100000143051147,,975
3930981,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.860000610351562,1.090000033378601,,980
3931512,230.0,3328.75,770.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.889999389648438,1.0700000524520874,,973
3932045,,,,,2025,12,6,18,7,7,32.801422119140625,-111.6632308959961,5777.0,16936700.0,25367234.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.899999618530273,1.1299999952316284,,975
3933393,235.0,3327.5,780.0,0.4546318054199219,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.68000030517578,1.100000023841858,,980
3933925,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.56999969482422,1.100000023841858,,976
3934456,202.5,3341.25,680.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.610000610351562,1.1100000143051147,,979
3934989,,,,,2025,12,6,18,7,10,32.8012580871582,-111.66320037841797,5568.0,16396406.0,25384164.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.459999084472656,1.1100000143051147,,975
3936440,200.0,3343.75,670.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.34000015258789,1.149999976158142,,973
3936972,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.299999237060547,1.159999966621399,,971
3937503,173.75,3365.0,590.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.360000610351562,1.159999966621399,,974
3938036,,,,,2025,12,6,18,7,13,32.801116943359375,-111.66312408447266,6704.0,15347314.0,25402726.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.270000457763672,1.1799999475479126,,978
3939385,190.0,3341.25,640.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.200000762939453,1.190000057220459,,977
3939917,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.139999389648438,1.1699999570846558,,980
3940448,212.5,3330.0,700.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.399999618530273,1.100000023841858,,973
3940981,,,,,2025,12,6,18,7,16,32.80095672607422,-111.66300964355469,8027.0,14471936.0,25420524.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.110000610351562,1.100000023841858,,974
3942430,216.25,3336.25,720.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.1299991607666,1.100000023841858,,975
3942963,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.020000457763672,1.100000023841858,,977
3943494,188.75,3338.75,630.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.010000228881836,1.090000033378601,,980
3944026,,,,,2025,12,6,18,7,19,32.800785064697266,-111.662841796875,7620.0,13466542.0,25434368.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.959999084472656,1.100000023841858,,974
3945475,215.0,3336.25,720.0,-0.4816551208496094,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.989999771118164,1.090000033378601,,978
3946008,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-19.020000457763672,1.0800000429153442,,978
3946539,196.25,3341.25,650.0,-2.354196548461914,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-19.06999969482422,1.090000033378601,,979
3947071,,,,,2025,12,6,18,7,22,32.800636291503906,-111.66270446777344,5190.0,15970996.0,25452552.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.989999771118164,1.090000033378601,,973
3948418,151.25,3370.0,510.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.93000030517578,1.090000033378601,,979
3948951,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.8799991607666,1.0800000429153442,,975
3949482,268.75,3310.0,880.0,-2.8223419189453125,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.84000015258789,1.090000033378601,,972
3950015,,,,,2025,12,6,18,7,25,32.800514221191406,-111.66270446777344,4748.0,18432602.0,25468634.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.709999084472656,1.090000033378601,,974
3951463,223.75,3335.0,740.0,-3.290485382080078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.68000030517578,1.100000023841858,,973
3951996,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.709999084472656,1.100000023841858,,974
3952527,192.5,3348.75,640.0,-0.4816551208496094,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.6299991607666,1.0700000524520874,,975
3953060,,,,,2025,12,6,18,7,28,32.80040740966797,-111.6627197265625,4352.0,17644838.0,25485462.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.459999084472656,1.1699999570846558,,973
3954409,188.75,3333.75,630.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.649999618530273,1.0800000429153442,,973
3954941,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.889999389648438,1.090000033378601,,975
3955472,190.0,3338.75,640.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.690000534057617,1.100000023841858,,975
3956005,,,,,2025,12,6,18,7,31,32.80029296875,-111.66265106201172,4889.0,14364384.0,25503446.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.649999618530273,1.090000033378601,,971
3957455,193.75,3341.25,650.0,-3.290485382080078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.540000915527344,1.090000033378601,,976
3957988,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.68000030517578,1.0800000429153442,,976
3958519,213.75,3348.75,720.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.56999969482422,1.0700000524520874,,978
3959051,,,,,2025,12,6,18,7,34,32.800193786621094,-111.66252136230469,4956.0,12785020.0,25518884.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.649999618530273,1.0499999523162842,,975
3960401,220.0,3330.0,730.0,-2.354196548461914,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.549999237060547,1.059999942779541,,973
3960933,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.469999313354492,1.090000033378601,,972
3961464,195.0,3350.0,650.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.43000030517578,1.0399999618530273,,974
3961997,,,,,2025,12,6,18,7,37,32.80012893676758,-111.66242980957031,3172.0,13848326.0,25536796.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.40999984741211,1.1399999856948853,,977
3963449,231.25,3332.5,770.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.43000030517578,1.1399999856948853,,973
3963981,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.3700008392334,1.1399999856948853,,979
3964512,185.0,3345.0,610.0,-0.4816551208496094,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.469999313354492,1.100000023841858,,973
3965045,,,,,2025,12,6,18,7,40,32.80005645751953,-111.66239929199219,3483.0,16028044.0,25555304.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.309999465942383,1.090000033378601,,975
3966395,195.0,3343.75,650.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.270000457763672,1.100000023841858,,973
3966928,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.219999313354492,1.0800000429153442,,976
3967459,220.0,3346.25,740.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.110000610351562,1.1299999952316284,,974
3967992,,,,,2025,12,6,18,7,43,32.79997253417969,-111.66233825683594,3471.0,14402614.0,25571762.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.15999984741211,1.100000023841858,,969
3969443,167.5,3367.5,560.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.18000030517578,1.1100000143051147,,973
3969975,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.15999984741211,1.0800000429153442,,979
3970506,197.5,3356.25,640.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.3700008392334,1.0399999618530273,,973
3971039,,,,,2025,12,6,18,7,46,32.79990768432617,-111.66221618652344,5278.0,11421474.0,25589144.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.350000381469727,1.0700000524520874,,972
3972390,230.0,3331.25,770.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.190000534057617,1.0499999523162842,,981
3972923,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-18.1200008392334,1.0700000524520874,,973
3973454,218.75,3341.25,730.0,-2.8223419189453125,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-18.049999237060547,1.090000033378601,,972
3973986,,,,,2025,12,6,18,7,49,32.79983139038086,-111.66204071044922,7550.0,12590528.0,25605584.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.889999389648438,1.1399999856948853,,972
3975436,218.75,3333.75,730.0,-0.9498004913330078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.860000610351562,1.1200000047683716,,976
3975968,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.790000915527344,1.090000033378601,,972
3976499,195.0,3342.5,650.0,-0.4816551208496094,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.670000076293945,1.100000023841858,,971
3977032,,,,,2025,12,6,18,7,52,32.79967498779297,-111.66187286376953,8264.0,14761612.0,25621018.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.579999923706055,1.059999942779541,,975
3978482,197.5,3345.0,670.0,-3.758594512939453,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.59000015258789,1.059999942779541,,972
3979015,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.600000381469727,1.059999942779541,,976
3979546,185.0,3352.5,610.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.600000381469727,1.059999942779541,,973
3980078,,,,,2025,12,6,18,7,55,32.79949951171875,-111.6617660522461,6084.0,16084168.0,25637748.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.6200008392334,1.0800000429153442,,976
3981427,186.25,3355.0,630.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.59000015258789,1.059999942779541,,971
3981959,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.6299991607666,1.059999942779541,,972
3982490,225.0,3331.25,610.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.6200008392334,1.0800000429153442,,971
3983023,,,,,2025,12,6,18,7,58,32.79937744140625,-111.66172790527344,3191.0,16607672.0,25654056.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.6200008392334,1.0700000524520874,,971
3984473,216.25,3337.5,720.0,-3.290485382080078,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.610000610351562,1.1200000047683716,,972
3985005,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.610000610351562,1.1200000047683716,,976
3985536,196.25,3343.75,650.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.459999084472656,1.1100000143051147,,972
3986069,,,,,2025,12,6,18,8,1,32.79929733276367,-111.66168975830078,3657.0,14963544.0,25669246.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.389999389648438,1.0399999618530273,,973
3987419,183.75,3350.0,610.0,-1.8860530853271484,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.350000381469727,1.0499999523162842,,974
3987952,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.639999389648438,1.0800000429153442,,972
3988483,207.5,3325.0,690.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.59000015258789,1.1299999952316284,,971
3989015,,,,,2025,12,6,18,8,4,32.79922866821289,-111.66158294677734,5913.0,12353736.0,25684908.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.3799991607666,1.0800000429153442,,971
3990467,176.25,3351.25,590.0,-2.8223419189453125,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.290000915527344,1.0399999618530273,,973
3991000,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.209999084472656,1.0800000429153442,,971
3991531,193.75,3356.25,650.0,-1.4179096221923828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.34000015258789,1.0700000524520874,,975
3992063,,,,,2025,12,6,18,8,7,32.79914093017578,-111.66142272949219,5985.0,12758424.0,25700192.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.549999237060547,1.100000023841858,,969
3993411,215.0,3336.25,700.0,-0.4816551208496094,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.43000030517578,1.1100000143051147,,972
3993943,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.389999389648438,1.1200000047683716,,975
3994474,188.75,3350.0,630.0,-0.01351165771484375,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,0.0,0.0,0.0,,,,,,,,-17.3799991607666,1.0800000429153442,,970
3995007,,,,,2025,12,6,18,8,10,32.799034118652344,-111.66129302978516,4900.0,13650916.0,25716754.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2001,3,0,0,2,20,,0.0,0.0,0.0,,,,,,,,-17.3799991607666,1.059999942779541,,969
